timestamp,tag,page,mode,dpi,proc,input_px,box_thr,text_thr,tile,overlap,nms_iou,anchors,kept,hit,recall,clean,merged,spurious,label
2026-09-20T13:03:04,p6_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,6,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,1,12,0,0.0,0,0,12,correct
2026-09-20T13:04:19,p6_single_dpi300_box0.08_txt0.1_procDEFAULT,6,single,300,defxdef,1236x800,0.08,0.1,,,,1,8,0,0.0,0,0,8,wrong
2026-09-20T13:04:20,p6_single_dpi300_box0.12_txt0.1_procDEFAULT,6,single,300,defxdef,1236x800,0.12,0.1,,,,1,0,0,0.0,0,0,0,wrong
2026-09-20T13:04:30,p7_single_dpi300_box0.12_txt0.1_procDEFAULT,7,single,300,defxdef,1236x800,0.12,0.1,,,,3,13,1,0.333,2,0,11,correct
2026-09-20T13:04:31,p7_single_dpi300_box0.08_txt0.1_procDEFAULT,7,single,300,defxdef,1236x800,0.08,0.1,,,,3,21,3,1.0,6,0,15,correct
2026-09-20T13:04:34,p7_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,7,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,3,20,3,1.0,4,0,16,wrong
2026-09-20T13:04:36,p7_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,7,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,3,14,3,1.0,4,0,10,wrong
2026-09-20T13:04:45,p8_single_dpi300_box0.12_txt0.1_procDEFAULT,8,single,300,defxdef,1236x800,0.12,0.1,,,,1,11,0,0.0,0,0,11,correct
2026-09-20T13:04:45,p8_single_dpi300_box0.08_txt0.1_procDEFAULT,8,single,300,defxdef,1236x800,0.08,0.1,,,,1,16,1,1.0,1,0,15,correct
2026-09-20T13:04:47,p8_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,8,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,1,9,1,1.0,1,0,8,wrong
2026-09-20T13:04:48,p8_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,8,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,1,11,1,1.0,1,0,10,wrong
2026-09-20T13:04:50,p9_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,9,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,1,18,1,1.0,1,0,17,wrong
2026-09-20T13:04:51,p9_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,9,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,1,4,0,0.0,0,0,4,wrong
2026-09-20T13:04:54,p9_single_dpi300_box0.08_txt0.1_procDEFAULT,9,single,300,defxdef,1236x800,0.08,0.1,,,,1,13,0,0.0,0,0,13,wrong
2026-09-20T13:04:55,p9_single_dpi300_box0.12_txt0.1_procDEFAULT,9,single,300,defxdef,1236x800,0.12,0.1,,,,1,10,0,0.0,0,0,10,correct
2026-09-20T13:05:00,p10_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,10,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,2,18,1,0.5,3,0,15,wrong
2026-09-20T13:05:02,p10_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,10,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,2,10,1,0.5,2,0,8,wrong
