page,mode,dpi,proc,input_px,box_thr,text_thr,tile,overlap,nms_iou,tiles,raw,kept,anchors,hit,recall,clusters,clean,merged,spurious,mean_score,sec,postproc,err,overlay,tag,human_label,human_correct
20,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,71,9,1,0,0.0,9,0,0,9,0.256,2.9,grounded,,dino_lab_runs\20260920_124756\p20_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p20_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,correct,1.0
20,single,300,defxdef,1236x800,0.08,0.1,,,,1,18,16,1,0,0.0,16,0,0,16,0.173,0.9,grounded,,dino_lab_runs\20260920_124756\p20_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p20_single_dpi300_box0.08_txt0.1_procDEFAULT,wrong,0.0
20,single,300,defxdef,1236x800,0.12,0.1,,,,1,10,9,1,0,0.0,9,0,0,9,0.235,0.9,grounded,,dino_lab_runs\20260920_124756\p20_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p20_single_dpi300_box0.12_txt0.1_procDEFAULT,wrong,0.0
21,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,128,13,1,1,1.0,13,1,0,12,0.203,2.8,grounded,,dino_lab_runs\20260920_124756\p21_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p21_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
21,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,72,11,1,0,0.0,11,0,0,11,0.22,2.8,grounded,,dino_lab_runs\20260920_124756\p21_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p21_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,correct,1.0
21,single,300,defxdef,1236x800,0.08,0.1,,,,1,24,22,1,0,0.0,22,0,0,22,0.159,0.8,grounded,,dino_lab_runs\20260920_124756\p21_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p21_single_dpi300_box0.08_txt0.1_procDEFAULT,wrong,0.0
21,single,300,defxdef,1236x800,0.12,0.1,,,,1,11,10,1,0,0.0,10,0,0,10,0.227,0.8,grounded,,dino_lab_runs\20260920_124756\p21_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p21_single_dpi300_box0.12_txt0.1_procDEFAULT,wrong,0.0
22,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,116,12,1,0,0.0,12,0,0,12,0.182,2.7,grounded,,dino_lab_runs\20260920_124756\p22_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p22_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
22,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,65,7,1,0,0.0,7,0,0,7,0.243,2.6,grounded,,dino_lab_runs\20260920_124756\p22_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p22_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
22,single,300,defxdef,1236x800,0.08,0.1,,,,1,19,17,1,1,1.0,17,2,0,15,0.175,0.8,grounded,,dino_lab_runs\20260920_124756\p22_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p22_single_dpi300_box0.08_txt0.1_procDEFAULT,correct,1.0
22,single,300,defxdef,1236x800,0.12,0.1,,,,1,11,10,1,1,1.0,10,2,0,8,0.228,0.8,grounded,,dino_lab_runs\20260920_124756\p22_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p22_single_dpi300_box0.12_txt0.1_procDEFAULT,correct,1.0
23,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,120,16,1,0,0.0,16,0,0,16,0.176,2.6,grounded,,dino_lab_runs\20260920_124756\p23_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p23_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
23,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,52,8,1,0,0.0,8,0,0,8,0.247,2.5,grounded,,dino_lab_runs\20260920_124756\p23_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p23_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
23,single,300,defxdef,1236x800,0.08,0.1,,,,1,21,19,1,0,0.0,19,0,0,19,0.171,0.8,grounded,,dino_lab_runs\20260920_124756\p23_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p23_single_dpi300_box0.08_txt0.1_procDEFAULT,wrong,0.0
23,single,300,defxdef,1236x800,0.12,0.1,,,,1,12,11,1,0,0.0,11,0,0,11,0.223,0.8,grounded,,dino_lab_runs\20260920_124756\p23_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p23_single_dpi300_box0.12_txt0.1_procDEFAULT,correct,1.0
24,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,129,17,1,0,0.0,17,0,0,17,0.166,2.7,grounded,,dino_lab_runs\20260920_124756\p24_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p24_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
24,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,67,8,1,0,0.0,8,0,0,8,0.237,2.5,grounded,,dino_lab_runs\20260920_124756\p24_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p24_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
24,single,300,defxdef,1236x800,0.08,0.1,,,,1,18,16,1,0,0.0,16,0,0,16,0.196,0.9,grounded,,dino_lab_runs\20260920_124756\p24_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p24_single_dpi300_box0.08_txt0.1_procDEFAULT,wrong,0.0
24,single,300,defxdef,1236x800,0.12,0.1,,,,1,12,11,1,0,0.0,11,0,0,11,0.238,0.8,grounded,,dino_lab_runs\20260920_124756\p24_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p24_single_dpi300_box0.12_txt0.1_procDEFAULT,correct,1.0
25,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,133,17,1,0,0.0,17,0,0,17,0.159,2.6,grounded,,dino_lab_runs\20260920_124756\p25_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p25_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
25,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,68,8,1,0,0.0,8,0,0,8,0.229,2.7,grounded,,dino_lab_runs\20260920_124756\p25_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p25_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
25,single,300,defxdef,1236x800,0.08,0.1,,,,1,18,16,1,0,0.0,16,0,0,16,0.179,0.8,grounded,,dino_lab_runs\20260920_124756\p25_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p25_single_dpi300_box0.08_txt0.1_procDEFAULT,wrong,0.0
25,single,300,defxdef,1236x800,0.12,0.1,,,,1,10,9,1,0,0.0,9,0,0,9,0.238,0.9,grounded,,dino_lab_runs\20260920_124756\p25_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p25_single_dpi300_box0.12_txt0.1_procDEFAULT,correct,1.0
26,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,152,19,3,2,0.667,19,0,1,18,0.166,2.6,grounded,,dino_lab_runs\20260920_124756\p26_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p26_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
26,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,76,10,3,0,0.0,10,0,0,10,0.22,2.6,grounded,,dino_lab_runs\20260920_124756\p26_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p26_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
26,single,300,defxdef,1236x800,0.08,0.1,,,,1,28,24,3,0,0.0,24,0,0,24,0.15,0.9,grounded,,dino_lab_runs\20260920_124756\p26_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p26_single_dpi300_box0.08_txt0.1_procDEFAULT,correct,1.0
26,single,300,defxdef,1236x800,0.12,0.1,,,,1,14,13,3,0,0.0,13,0,0,13,0.19,0.9,grounded,,dino_lab_runs\20260920_124756\p26_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p26_single_dpi300_box0.12_txt0.1_procDEFAULT,correct,1.0
27,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,148,16,2,0,0.0,16,0,0,16,0.179,2.7,grounded,,dino_lab_runs\20260920_124756\p27_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p27_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
27,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,86,10,2,0,0.0,10,0,0,10,0.207,2.7,grounded,,dino_lab_runs\20260920_124756\p27_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p27_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
27,single,300,defxdef,1236x800,0.08,0.1,,,,1,23,21,2,0,0.0,21,0,0,21,0.168,1.0,grounded,,dino_lab_runs\20260920_124756\p27_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p27_single_dpi300_box0.08_txt0.1_procDEFAULT,correct,1.0
27,single,300,defxdef,1236x800,0.12,0.1,,,,1,14,13,2,0,0.0,13,0,0,13,0.211,0.8,grounded,,dino_lab_runs\20260920_124756\p27_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p27_single_dpi300_box0.12_txt0.1_procDEFAULT,correct,1.0
28,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,164,20,2,1,0.5,20,1,0,19,0.198,2.6,grounded,,dino_lab_runs\20260920_124756\p28_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p28_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
28,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,91,13,2,1,0.5,13,1,0,12,0.219,2.6,grounded,,dino_lab_runs\20260920_124756\p28_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p28_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,correct,1.0
28,single,300,defxdef,1236x800,0.08,0.1,,,,1,22,18,2,1,0.5,18,3,0,15,0.167,1.0,grounded,,dino_lab_runs\20260920_124756\p28_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p28_single_dpi300_box0.08_txt0.1_procDEFAULT,wrong,0.0
28,single,300,defxdef,1236x800,0.12,0.1,,,,1,12,11,2,1,0.5,11,2,0,9,0.213,1.0,grounded,,dino_lab_runs\20260920_124756\p28_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p28_single_dpi300_box0.12_txt0.1_procDEFAULT,correct,1.0
29,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,164,12,2,0,0.0,12,0,0,12,0.206,2.7,grounded,,dino_lab_runs\20260920_124756\p29_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p29_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,correct,1.0
29,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,105,7,2,0,0.0,7,0,0,7,0.268,2.6,grounded,,dino_lab_runs\20260920_124756\p29_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p29_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,correct,1.0
29,single,300,defxdef,1236x800,0.08,0.1,,,,1,28,23,2,0,0.0,23,0,0,23,0.179,0.8,grounded,,dino_lab_runs\20260920_124756\p29_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p29_single_dpi300_box0.08_txt0.1_procDEFAULT,wrong,0.0
29,single,300,defxdef,1236x800,0.12,0.1,,,,1,17,15,2,0,0.0,15,0,0,15,0.225,0.8,grounded,,dino_lab_runs\20260920_124756\p29_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p29_single_dpi300_box0.12_txt0.1_procDEFAULT,unlabeled,
30,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,140,17,2,1,0.5,17,1,0,16,0.186,2.6,grounded,,dino_lab_runs\20260920_124756\p30_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p30_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
30,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,81,14,2,0,0.0,14,0,0,14,0.205,2.6,grounded,,dino_lab_runs\20260920_124756\p30_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p30_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
30,single,300,defxdef,1236x800,0.08,0.1,,,,1,21,14,2,1,0.5,14,3,0,11,0.159,0.9,grounded,,dino_lab_runs\20260920_124756\p30_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p30_single_dpi300_box0.08_txt0.1_procDEFAULT,correct,1.0
30,single,300,defxdef,1236x800,0.12,0.1,,,,1,11,8,2,1,0.5,8,2,0,6,0.211,0.8,grounded,,dino_lab_runs\20260920_124756\p30_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p30_single_dpi300_box0.12_txt0.1_procDEFAULT,correct,1.0
31,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,139,17,1,1,1.0,17,1,0,16,0.153,2.6,grounded,,dino_lab_runs\20260920_124756\p31_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p31_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
31,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,77,11,1,0,0.0,11,0,0,11,0.168,2.6,grounded,,dino_lab_runs\20260920_124756\p31_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p31_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
31,single,300,defxdef,1236x800,0.08,0.1,,,,1,17,9,1,0,0.0,9,0,0,9,0.122,0.8,grounded,,dino_lab_runs\20260920_124756\p31_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p31_single_dpi300_box0.08_txt0.1_procDEFAULT,wrong,0.0
31,single,300,defxdef,1236x800,0.12,0.1,,,,1,6,2,1,0,0.0,2,0,0,2,0.229,0.9,grounded,,dino_lab_runs\20260920_124756\p31_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p31_single_dpi300_box0.12_txt0.1_procDEFAULT,wrong,0.0
32,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,169,17,2,1,0.5,17,1,0,16,0.194,2.6,grounded,,dino_lab_runs\20260920_124756\p32_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p32_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
32,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,92,11,2,1,0.5,11,1,0,10,0.241,2.7,grounded,,dino_lab_runs\20260920_124756\p32_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p32_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
32,single,300,defxdef,1236x800,0.08,0.1,,,,1,24,16,2,1,0.5,16,6,0,10,0.181,0.8,grounded,,dino_lab_runs\20260920_124756\p32_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p32_single_dpi300_box0.08_txt0.1_procDEFAULT,correct,1.0
32,single,300,defxdef,1236x800,0.12,0.1,,,,1,14,11,2,1,0.5,11,5,0,6,0.216,0.9,grounded,,dino_lab_runs\20260920_124756\p32_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p32_single_dpi300_box0.12_txt0.1_procDEFAULT,correct,1.0
33,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,157,18,2,0,0.0,18,0,0,18,0.177,2.7,grounded,,dino_lab_runs\20260920_124756\p33_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p33_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
33,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,98,12,2,0,0.0,12,0,0,12,0.205,2.6,grounded,,dino_lab_runs\20260920_124756\p33_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p33_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
33,single,300,defxdef,1236x800,0.08,0.1,,,,1,22,20,2,0,0.0,20,0,0,20,0.159,0.8,grounded,,dino_lab_runs\20260920_124756\p33_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p33_single_dpi300_box0.08_txt0.1_procDEFAULT,correct,1.0
33,single,300,defxdef,1236x800,0.12,0.1,,,,1,16,15,2,0,0.0,15,0,0,15,0.178,0.9,grounded,,dino_lab_runs\20260920_124756\p33_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p33_single_dpi300_box0.12_txt0.1_procDEFAULT,correct,1.0
34,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,137,19,2,1,0.5,19,1,0,18,0.159,2.5,grounded,,dino_lab_runs\20260920_124756\p34_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p34_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
34,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,70,14,2,1,0.5,14,1,0,13,0.177,2.6,grounded,,dino_lab_runs\20260920_124756\p34_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p34_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
34,single,300,defxdef,1236x800,0.08,0.1,,,,1,18,11,2,1,0.5,11,1,0,10,0.138,0.8,grounded,,dino_lab_runs\20260920_124756\p34_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p34_single_dpi300_box0.08_txt0.1_procDEFAULT,correct,1.0
34,single,300,defxdef,1236x800,0.12,0.1,,,,1,8,6,2,0,0.0,6,0,0,6,0.167,0.8,grounded,,dino_lab_runs\20260920_124756\p34_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p34_single_dpi300_box0.12_txt0.1_procDEFAULT,correct,1.0
35,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,150,13,3,2,0.667,13,2,0,11,0.185,2.6,grounded,,dino_lab_runs\20260920_124756\p35_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p35_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
35,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,62,7,3,1,0.333,7,1,0,6,0.26,2.7,grounded,,dino_lab_runs\20260920_124756\p35_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p35_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,correct,1.0
35,single,300,defxdef,1236x800,0.08,0.1,,,,1,20,16,3,1,0.333,16,5,0,11,0.164,0.8,grounded,,dino_lab_runs\20260920_124756\p35_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p35_single_dpi300_box0.08_txt0.1_procDEFAULT,wrong,0.0
35,single,300,defxdef,1236x800,0.12,0.1,,,,1,11,9,3,1,0.333,9,3,0,6,0.226,0.9,grounded,,dino_lab_runs\20260920_124756\p35_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p35_single_dpi300_box0.12_txt0.1_procDEFAULT,correct,1.0
36,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,115,16,1,0,0.0,16,0,0,16,0.164,2.7,grounded,,dino_lab_runs\20260920_124756\p36_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p36_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
36,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,58,8,1,0,0.0,8,0,0,8,0.232,2.6,grounded,,dino_lab_runs\20260920_124756\p36_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p36_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
36,single,300,defxdef,1236x800,0.08,0.1,,,,1,16,14,1,0,0.0,14,0,0,14,0.168,0.8,grounded,,dino_lab_runs\20260920_124756\p36_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p36_single_dpi300_box0.08_txt0.1_procDEFAULT,correct,1.0
36,single,300,defxdef,1236x800,0.12,0.1,,,,1,11,10,1,0,0.0,10,0,0,10,0.201,0.9,grounded,,dino_lab_runs\20260920_124756\p36_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p36_single_dpi300_box0.12_txt0.1_procDEFAULT,correct,1.0
37,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,159,15,1,0,0.0,15,0,0,15,0.201,2.6,grounded,,dino_lab_runs\20260920_124756\p37_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p37_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
37,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,80,12,1,0,0.0,12,0,0,12,0.229,2.7,grounded,,dino_lab_runs\20260920_124756\p37_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p37_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
37,single,300,defxdef,1236x800,0.08,0.1,,,,1,21,18,1,0,0.0,18,0,0,18,0.163,0.8,grounded,,dino_lab_runs\20260920_124756\p37_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p37_single_dpi300_box0.08_txt0.1_procDEFAULT,correct,1.0
37,single,300,defxdef,1236x800,0.12,0.1,,,,1,11,10,1,0,0.0,10,0,0,10,0.209,0.8,grounded,,dino_lab_runs\20260920_124756\p37_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p37_single_dpi300_box0.12_txt0.1_procDEFAULT,correct,1.0
38,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,115,20,4,2,0.5,20,5,0,15,0.183,2.7,grounded,,dino_lab_runs\20260920_124756\p38_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p38_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
38,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,58,11,4,1,0.25,11,3,0,8,0.235,2.7,grounded,,dino_lab_runs\20260920_124756\p38_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p38_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
38,single,300,defxdef,1236x800,0.08,0.1,,,,1,16,14,4,1,0.25,14,4,0,10,0.185,0.8,grounded,,dino_lab_runs\20260920_124756\p38_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p38_single_dpi300_box0.08_txt0.1_procDEFAULT,correct,1.0
38,single,300,defxdef,1236x800,0.12,0.1,,,,1,10,9,4,1,0.25,9,2,0,7,0.236,0.8,grounded,,dino_lab_runs\20260920_124756\p38_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p38_single_dpi300_box0.12_txt0.1_procDEFAULT,correct,1.0
39,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,130,9,1,1,1.0,9,2,0,7,0.245,2.6,grounded,,dino_lab_runs\20260920_124756\p39_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p39_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
39,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,69,8,1,1,1.0,8,1,0,7,0.264,2.6,grounded,,dino_lab_runs\20260920_124756\p39_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p39_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
39,single,300,defxdef,1236x800,0.08,0.1,,,,1,19,14,1,1,1.0,14,4,0,10,0.159,0.8,grounded,,dino_lab_runs\20260920_124756\p39_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p39_single_dpi300_box0.08_txt0.1_procDEFAULT,wrong,0.0
39,single,300,defxdef,1236x800,0.12,0.1,,,,1,9,8,1,1,1.0,8,4,0,4,0.2,0.9,grounded,,dino_lab_runs\20260920_124756\p39_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p39_single_dpi300_box0.12_txt0.1_procDEFAULT,correct,1.0
40,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,152,23,4,1,0.25,23,2,0,21,0.157,2.7,grounded,,dino_lab_runs\20260920_124756\p40_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p40_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
