page,mode,dpi,proc,input_px,box_thr,text_thr,tile,overlap,nms_iou,tiles,raw,kept,anchors,hit,recall,clusters,clean,merged,spurious,mean_score,sec,postproc,err,overlay,tag,human_label,human_correct
60,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,64,6,2,1,0.5,6,1,0,5,0.257,2.8,grounded,,dino_lab_runs\20260920_124756\p60_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p60_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,correct,1.0
60,single,300,defxdef,1236x800,0.08,0.1,,,,1,20,18,2,1,0.5,18,1,0,17,0.163,0.9,grounded,,dino_lab_runs\20260920_124756\p60_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p60_single_dpi300_box0.08_txt0.1_procDEFAULT,correct,1.0
60,single,300,defxdef,1236x800,0.12,0.1,,,,1,10,9,2,0,0.0,9,0,0,9,0.227,0.9,grounded,,dino_lab_runs\20260920_124756\p60_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p60_single_dpi300_box0.12_txt0.1_procDEFAULT,correct,1.0
61,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,134,19,3,1,0.333,19,1,0,18,0.181,4.4,grounded,,dino_lab_runs\20260920_124756\p61_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p61_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
61,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,76,12,3,1,0.333,12,1,0,11,0.216,3.0,grounded,,dino_lab_runs\20260920_124756\p61_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p61_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
61,single,300,defxdef,1236x800,0.08,0.1,,,,1,24,18,3,1,0.333,18,1,0,17,0.157,0.9,grounded,,dino_lab_runs\20260920_124756\p61_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p61_single_dpi300_box0.08_txt0.1_procDEFAULT,correct,1.0
61,single,300,defxdef,1236x800,0.12,0.1,,,,1,14,13,3,1,0.333,13,1,0,12,0.18,0.9,grounded,,dino_lab_runs\20260920_124756\p61_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p61_single_dpi300_box0.12_txt0.1_procDEFAULT,wrong,0.0
62,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,133,13,2,2,1.0,13,0,1,12,0.211,3.0,grounded,,dino_lab_runs\20260920_124756\p62_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p62_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
62,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,77,11,2,2,1.0,11,0,1,10,0.233,3.3,grounded,,dino_lab_runs\20260920_124756\p62_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p62_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
62,single,300,defxdef,1236x800,0.08,0.1,,,,1,22,15,2,1,0.5,15,1,0,14,0.159,1.9,grounded,,dino_lab_runs\20260920_124756\p62_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p62_single_dpi300_box0.08_txt0.1_procDEFAULT,unlabeled,
62,single,300,defxdef,1236x800,0.12,0.1,,,,1,14,12,2,1,0.5,12,1,0,11,0.173,1.1,grounded,,dino_lab_runs\20260920_124756\p62_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p62_single_dpi300_box0.12_txt0.1_procDEFAULT,unlabeled,
63,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,102,12,1,0,0.0,12,0,0,12,0.214,2.7,grounded,,dino_lab_runs\20260920_124756\p63_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p63_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
63,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,55,8,1,0,0.0,8,0,0,8,0.267,2.6,grounded,,dino_lab_runs\20260920_124756\p63_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p63_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
63,single,300,defxdef,1236x800,0.08,0.1,,,,1,18,12,1,0,0.0,12,0,0,12,0.171,1.0,grounded,,dino_lab_runs\20260920_124756\p63_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p63_single_dpi300_box0.08_txt0.1_procDEFAULT,unlabeled,
63,single,300,defxdef,1236x800,0.12,0.1,,,,1,11,8,1,0,0.0,8,0,0,8,0.206,1.1,grounded,,dino_lab_runs\20260920_124756\p63_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p63_single_dpi300_box0.12_txt0.1_procDEFAULT,unlabeled,
64,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,109,13,1,1,1.0,13,2,0,11,0.197,2.9,grounded,,dino_lab_runs\20260920_124756\p64_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p64_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
64,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,52,10,1,1,1.0,10,2,0,8,0.23,2.9,grounded,,dino_lab_runs\20260920_124756\p64_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p64_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
64,single,300,defxdef,1236x800,0.08,0.1,,,,1,14,7,1,0,0.0,7,0,0,7,0.179,0.9,grounded,,dino_lab_runs\20260920_124756\p64_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p64_single_dpi300_box0.08_txt0.1_procDEFAULT,unlabeled,
64,single,300,defxdef,1236x800,0.12,0.1,,,,1,8,5,1,0,0.0,5,0,0,5,0.217,0.9,grounded,,dino_lab_runs\20260920_124756\p64_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p64_single_dpi300_box0.12_txt0.1_procDEFAULT,unlabeled,
65,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,153,19,1,0,0.0,19,0,0,19,0.159,2.9,grounded,,dino_lab_runs\20260920_124756\p65_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p65_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
65,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,74,10,1,0,0.0,10,0,0,10,0.215,2.9,grounded,,dino_lab_runs\20260920_124756\p65_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p65_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
65,single,300,defxdef,1236x800,0.08,0.1,,,,1,25,23,1,0,0.0,23,0,0,23,0.147,1.0,grounded,,dino_lab_runs\20260920_124756\p65_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p65_single_dpi300_box0.08_txt0.1_procDEFAULT,unlabeled,
65,single,300,defxdef,1236x800,0.12,0.1,,,,1,12,11,1,0,0.0,11,0,0,11,0.202,0.9,grounded,,dino_lab_runs\20260920_124756\p65_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p65_single_dpi300_box0.12_txt0.1_procDEFAULT,unlabeled,
66,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,143,13,4,4,1.0,13,0,2,11,0.224,2.9,grounded,,dino_lab_runs\20260920_124756\p66_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p66_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
66,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,75,7,4,2,0.5,7,0,1,6,0.276,2.9,grounded,,dino_lab_runs\20260920_124756\p66_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p66_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
66,single,300,defxdef,1236x800,0.08,0.1,,,,1,23,20,4,2,0.5,20,0,1,19,0.163,0.9,grounded,,dino_lab_runs\20260920_124756\p66_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p66_single_dpi300_box0.08_txt0.1_procDEFAULT,unlabeled,
66,single,300,defxdef,1236x800,0.12,0.1,,,,1,14,13,4,0,0.0,13,0,0,13,0.197,0.9,grounded,,dino_lab_runs\20260920_124756\p66_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p66_single_dpi300_box0.12_txt0.1_procDEFAULT,unlabeled,
67,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,134,18,3,3,1.0,18,1,1,16,0.193,2.9,grounded,,dino_lab_runs\20260920_124756\p67_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p67_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
67,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,77,13,3,0,0.0,13,0,0,13,0.225,2.9,grounded,,dino_lab_runs\20260920_124756\p67_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p67_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
67,single,300,defxdef,1236x800,0.08,0.1,,,,1,21,15,3,1,0.333,15,2,0,13,0.158,0.9,grounded,,dino_lab_runs\20260920_124756\p67_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p67_single_dpi300_box0.08_txt0.1_procDEFAULT,unlabeled,
67,single,300,defxdef,1236x800,0.12,0.1,,,,1,11,10,3,1,0.333,10,1,0,9,0.188,0.9,grounded,,dino_lab_runs\20260920_124756\p67_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p67_single_dpi300_box0.12_txt0.1_procDEFAULT,unlabeled,
68,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,152,18,2,1,0.5,18,1,0,17,0.175,2.9,grounded,,dino_lab_runs\20260920_124756\p68_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p68_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
68,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,78,12,2,0,0.0,12,0,0,12,0.206,2.8,grounded,,dino_lab_runs\20260920_124756\p68_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p68_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
68,single,300,defxdef,1236x800,0.08,0.1,,,,1,24,22,2,1,0.5,22,2,0,20,0.146,0.9,grounded,,dino_lab_runs\20260920_124756\p68_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p68_single_dpi300_box0.08_txt0.1_procDEFAULT,unlabeled,
68,single,300,defxdef,1236x800,0.12,0.1,,,,1,16,15,2,1,0.5,15,2,0,13,0.17,1.0,grounded,,dino_lab_runs\20260920_124756\p68_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p68_single_dpi300_box0.12_txt0.1_procDEFAULT,unlabeled,
69,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,135,17,3,2,0.667,17,3,0,14,0.181,3.2,grounded,,dino_lab_runs\20260920_124756\p69_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p69_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
69,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,78,11,3,1,0.333,11,2,0,9,0.219,3.0,grounded,,dino_lab_runs\20260920_124756\p69_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p69_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
69,single,300,defxdef,1236x800,0.08,0.1,,,,1,18,16,3,1,0.333,16,6,0,10,0.169,0.9,grounded,,dino_lab_runs\20260920_124756\p69_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p69_single_dpi300_box0.08_txt0.1_procDEFAULT,unlabeled,
69,single,300,defxdef,1236x800,0.12,0.1,,,,1,11,10,3,1,0.333,10,4,0,6,0.212,1.0,grounded,,dino_lab_runs\20260920_124756\p69_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p69_single_dpi300_box0.12_txt0.1_procDEFAULT,unlabeled,
70,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,145,16,1,0,0.0,16,0,0,16,0.193,2.9,grounded,,dino_lab_runs\20260920_124756\p70_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p70_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
70,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,90,11,1,0,0.0,11,0,0,11,0.24,3.3,grounded,,dino_lab_runs\20260920_124756\p70_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p70_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
70,single,300,defxdef,1236x800,0.08,0.1,,,,1,25,22,1,0,0.0,22,0,0,22,0.144,0.9,grounded,,dino_lab_runs\20260920_124756\p70_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p70_single_dpi300_box0.08_txt0.1_procDEFAULT,unlabeled,
70,single,300,defxdef,1236x800,0.12,0.1,,,,1,14,13,1,0,0.0,13,0,0,13,0.176,1.0,grounded,,dino_lab_runs\20260920_124756\p70_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p70_single_dpi300_box0.12_txt0.1_procDEFAULT,unlabeled,
71,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,95,19,3,2,0.667,19,3,1,15,0.145,2.9,grounded,,dino_lab_runs\20260920_124756\p71_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p71_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
71,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,39,9,3,2,0.667,9,1,1,7,0.201,2.9,grounded,,dino_lab_runs\20260920_124756\p71_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p71_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
71,single,300,defxdef,1236x800,0.08,0.1,,,,1,18,14,3,2,0.667,14,4,3,7,0.128,1.0,grounded,,dino_lab_runs\20260920_124756\p71_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p71_single_dpi300_box0.08_txt0.1_procDEFAULT,unlabeled,
71,single,300,defxdef,1236x800,0.12,0.1,,,,1,7,6,3,2,0.667,6,1,1,4,0.166,0.9,grounded,,dino_lab_runs\20260920_124756\p71_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p71_single_dpi300_box0.12_txt0.1_procDEFAULT,unlabeled,
72,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,150,15,1,0,0.0,15,0,0,15,0.191,3.0,grounded,,dino_lab_runs\20260920_124756\p72_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p72_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
72,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,86,11,1,0,0.0,11,0,0,11,0.215,2.9,grounded,,dino_lab_runs\20260920_124756\p72_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p72_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
72,single,300,defxdef,1236x800,0.08,0.1,,,,1,19,17,1,0,0.0,17,0,0,17,0.184,0.9,grounded,,dino_lab_runs\20260920_124756\p72_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p72_single_dpi300_box0.08_txt0.1_procDEFAULT,unlabeled,
72,single,300,defxdef,1236x800,0.12,0.1,,,,1,15,14,1,0,0.0,14,0,0,14,0.202,0.9,grounded,,dino_lab_runs\20260920_124756\p72_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p72_single_dpi300_box0.12_txt0.1_procDEFAULT,unlabeled,
73,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,109,11,1,1,1.0,11,1,0,10,0.228,2.9,grounded,,dino_lab_runs\20260920_124756\p73_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p73_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
73,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,66,9,1,0,0.0,9,0,0,9,0.257,3.0,grounded,,dino_lab_runs\20260920_124756\p73_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p73_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
73,single,300,defxdef,1236x800,0.08,0.1,,,,1,22,19,1,1,1.0,19,1,0,18,0.149,1.0,grounded,,dino_lab_runs\20260920_124756\p73_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p73_single_dpi300_box0.08_txt0.1_procDEFAULT,unlabeled,
73,single,300,defxdef,1236x800,0.12,0.1,,,,1,10,9,1,1,1.0,9,1,0,8,0.209,0.9,grounded,,dino_lab_runs\20260920_124756\p73_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p73_single_dpi300_box0.12_txt0.1_procDEFAULT,unlabeled,
74,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,153,13,2,0,0.0,13,0,0,13,0.18,3.0,grounded,,dino_lab_runs\20260920_124756\p74_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p74_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
74,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,67,10,2,0,0.0,10,0,0,10,0.205,2.8,grounded,,dino_lab_runs\20260920_124756\p74_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p74_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
74,single,300,defxdef,1236x800,0.08,0.1,,,,1,26,23,2,0,0.0,23,0,0,23,0.158,1.0,grounded,,dino_lab_runs\20260920_124756\p74_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p74_single_dpi300_box0.08_txt0.1_procDEFAULT,unlabeled,
74,single,300,defxdef,1236x800,0.12,0.1,,,,1,12,11,2,0,0.0,11,0,0,11,0.227,1.0,grounded,,dino_lab_runs\20260920_124756\p74_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p74_single_dpi300_box0.12_txt0.1_procDEFAULT,unlabeled,
75,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,127,12,2,0,0.0,12,0,0,12,0.179,3.0,grounded,,dino_lab_runs\20260920_124756\p75_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p75_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
75,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,61,8,2,0,0.0,8,0,0,8,0.208,3.0,grounded,,dino_lab_runs\20260920_124756\p75_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p75_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
75,single,300,defxdef,1236x800,0.08,0.1,,,,1,24,22,2,0,0.0,22,0,0,22,0.166,0.9,grounded,,dino_lab_runs\20260920_124756\p75_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p75_single_dpi300_box0.08_txt0.1_procDEFAULT,unlabeled,
75,single,300,defxdef,1236x800,0.12,0.1,,,,1,14,13,2,0,0.0,13,0,0,13,0.217,0.9,grounded,,dino_lab_runs\20260920_124756\p75_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p75_single_dpi300_box0.12_txt0.1_procDEFAULT,unlabeled,
76,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,111,18,1,1,1.0,18,1,0,17,0.137,2.9,grounded,,dino_lab_runs\20260920_124756\p76_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p76_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
76,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,53,7,1,1,1.0,7,1,0,6,0.184,2.8,grounded,,dino_lab_runs\20260920_124756\p76_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p76_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
76,single,300,defxdef,1236x800,0.08,0.1,,,,1,13,9,1,1,1.0,9,1,0,8,0.152,1.0,grounded,,dino_lab_runs\20260920_124756\p76_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p76_single_dpi300_box0.08_txt0.1_procDEFAULT,unlabeled,
76,single,300,defxdef,1236x800,0.12,0.1,,,,1,5,4,1,1,1.0,4,1,0,3,0.229,1.0,grounded,,dino_lab_runs\20260920_124756\p76_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p76_single_dpi300_box0.12_txt0.1_procDEFAULT,unlabeled,
77,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,130,22,2,0,0.0,22,0,0,22,0.164,2.8,grounded,,dino_lab_runs\20260920_124756\p77_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p77_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
77,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,68,11,2,0,0.0,11,0,0,11,0.223,2.8,grounded,,dino_lab_runs\20260920_124756\p77_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p77_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
77,single,300,defxdef,1236x800,0.08,0.1,,,,1,24,22,2,0,0.0,22,0,0,22,0.161,0.9,grounded,,dino_lab_runs\20260920_124756\p77_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p77_single_dpi300_box0.08_txt0.1_procDEFAULT,unlabeled,
77,single,300,defxdef,1236x800,0.12,0.1,,,,1,16,15,2,0,0.0,15,0,0,15,0.192,1.0,grounded,,dino_lab_runs\20260920_124756\p77_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p77_single_dpi300_box0.12_txt0.1_procDEFAULT,unlabeled,
78,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,148,19,2,2,1.0,19,2,0,17,0.171,2.9,grounded,,dino_lab_runs\20260920_124756\p78_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p78_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
78,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,76,10,2,1,0.5,10,1,0,9,0.231,2.8,grounded,,dino_lab_runs\20260920_124756\p78_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p78_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
78,single,300,defxdef,1236x800,0.08,0.1,,,,1,34,31,2,1,0.5,31,1,0,30,0.149,0.9,grounded,,dino_lab_runs\20260920_124756\p78_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p78_single_dpi300_box0.08_txt0.1_procDEFAULT,unlabeled,
78,single,300,defxdef,1236x800,0.12,0.1,,,,1,16,15,2,0,0.0,15,0,0,15,0.208,0.9,grounded,,dino_lab_runs\20260920_124756\p78_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p78_single_dpi300_box0.12_txt0.1_procDEFAULT,unlabeled,
79,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,133,17,2,0,0.0,17,0,0,17,0.155,2.9,grounded,,dino_lab_runs\20260920_124756\p79_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p79_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
79,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,57,9,2,0,0.0,9,0,0,9,0.221,3.0,grounded,,dino_lab_runs\20260920_124756\p79_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p79_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
79,single,300,defxdef,1236x800,0.08,0.1,,,,1,25,23,2,0,0.0,23,0,0,23,0.161,0.9,grounded,,dino_lab_runs\20260920_124756\p79_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p79_single_dpi300_box0.08_txt0.1_procDEFAULT,unlabeled,
79,single,300,defxdef,1236x800,0.12,0.1,,,,1,14,13,2,0,0.0,13,0,0,13,0.21,0.9,grounded,,dino_lab_runs\20260920_124756\p79_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p79_single_dpi300_box0.12_txt0.1_procDEFAULT,unlabeled,
80,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,128,16,2,1,0.5,16,1,0,15,0.141,3.0,grounded,,dino_lab_runs\20260920_124756\p80_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p80_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
